"","sample_id","experiment","conc_level","conc","conc_unit","time_level","exposure_type","time","time_unit","acta2_log2fc","acta2_fc","acta2_pvalue","acta2_padj","col1a1_log2fc","col1a1_fc","col1a1_pvalue","col1a1_padj","Single_cell_necrosis","Necrosis","Necrosis_fibrinoid","Fibrosis"
"1598","tg_rliver_repeat_tiopronin_t6_c2","tiopronin",2,300,"mg/kg",6,"repeat",8,"day",0.361,1.284315809,0.199507724,0.881196952,0.09,1.064370182,0.627398783,0.960954622,NA,NA,NA,NA
"1599","tg_rliver_repeat_tiopronin_t6_c3","tiopronin",3,1000,"mg/kg",6,"repeat",8,"day",0.011,1.00765376,0.943374633,0.996434541,0.25,1.189207115,0.387335259,0.916632048,NA,NA,NA,NA
"1600","tg_rliver_repeat_tiopronin_t7_c1","tiopronin",1,100,"mg/kg",7,"repeat",15,"day",0.318,1.246601194,0.017682307,0.982046712,-0.037,0.974679631,0.742602596,0.986408444,NA,NA,NA,NA
"1601","tg_rliver_repeat_tiopronin_t7_c2","tiopronin",2,300,"mg/kg",7,"repeat",15,"day",0.028,1.019597683,0.805681918,0.975442857,-0.043,0.97063447,0.696040984,0.956693214,NA,NA,NA,NA
"1602","tg_rliver_repeat_tiopronin_t7_c3","tiopronin",3,1000,"mg/kg",7,"repeat",15,"day",0.03,1.021012126,0.792215785,0.999693076,0.03,1.021012126,0.793768969,0.999693076,NA,NA,NA,NA
"1603","tg_rliver_repeat_tiopronin_t8_c1","tiopronin",1,100,"mg/kg",8,"repeat",29,"day",0.131,1.095052471,0.127130108,0.884280649,0.021,1.014662547,0.88540469,0.987020986,NA,NA,NA,NA
"1604","tg_rliver_repeat_tiopronin_t8_c2","tiopronin",2,300,"mg/kg",8,"repeat",29,"day",0.287,1.22010051,0.016084811,0.603008896,0.155,1.113421618,0.192847454,0.795514363,NA,NA,NA,NA
"1605","tg_rliver_repeat_tiopronin_t8_c3","tiopronin",3,1000,"mg/kg",8,"repeat",29,"day",0.184,1.136029265,0.087442399,0.365469763,-0.081,0.945402117,0.617014393,0.816784966,NA,NA,NA,NA
"1606","tg_rliver_repeat_tolbutamide_t5_c1","tolbutamide",1,100,"mg/kg",5,"repeat",4,"day",0.17,1.125058485,0.503115474,0.999492643,0.049,1.034547582,0.769061603,0.999492643,NA,NA,NA,NA
"1607","tg_rliver_repeat_tolbutamide_t5_c2","tolbutamide",2,300,"mg/kg",5,"repeat",4,"day",-0.128,0.915099168,0.414801655,0.908682427,0.065,1.04608494,0.772328045,0.973325686,NA,NA,NA,NA
"1608","tg_rliver_repeat_tolbutamide_t5_c3","tolbutamide",3,1000,"mg/kg",5,"repeat",4,"day",-0.293,0.816203046,0.0721457,0.67734293,-0.094,0.936921447,0.644930618,0.934513648,NA,NA,NA,NA
"1609","tg_rliver_repeat_tolbutamide_t6_c1","tolbutamide",1,100,"mg/kg",6,"repeat",8,"day",0.288,1.220946513,0.209866263,0.997971482,-0.073,0.950659101,0.763375131,0.997971482,NA,NA,NA,NA
"1610","tg_rliver_repeat_tolbutamide_t6_c2","tolbutamide",2,300,"mg/kg",6,"repeat",8,"day",0.044,1.030968319,0.772803974,0.998915528,-0.324,0.798851916,0.138548745,0.998915528,NA,NA,NA,NA
"1611","tg_rliver_repeat_tolbutamide_t6_c3","tolbutamide",3,1000,"mg/kg",6,"repeat",8,"day",0.085,1.060687741,0.656506745,0.929071473,-0.332,0.7944344,0.139716537,0.667141082,NA,NA,NA,NA
"1612","tg_rliver_repeat_tolbutamide_t7_c1","tolbutamide",1,100,"mg/kg",7,"repeat",15,"day",-0.197,0.872362706,0.275031621,0.971010221,-0.269,0.829894586,0.069916106,0.971010221,NA,NA,NA,NA
"1613","tg_rliver_repeat_tolbutamide_t7_c2","tolbutamide",2,300,"mg/kg",7,"repeat",15,"day",-0.42,0.747424624,0.047997817,0.877830224,-0.468,0.722966147,0.003284555,0.777827364,NA,NA,NA,NA
"1614","tg_rliver_repeat_tolbutamide_t7_c3","tolbutamide",3,1000,"mg/kg",7,"repeat",15,"day",-0.54,0.687770909,0.013370395,0.911392879,-0.588,0.665264521,0.004502872,0.887287417,NA,NA,NA,NA
"1615","tg_rliver_repeat_tolbutamide_t8_c1","tolbutamide",1,100,"mg/kg",8,"repeat",29,"day",-0.062,0.957935218,0.75850848,0.995165163,-0.184,0.880259014,0.22671169,0.989542293,NA,NA,NA,NA
"1616","tg_rliver_repeat_tolbutamide_t8_c2","tolbutamide",2,300,"mg/kg",8,"repeat",29,"day",-0.026,0.982139595,0.835169256,0.970326985,0.069,1.048989328,0.635268124,0.91948353,NA,NA,NA,NA
"1617","tg_rliver_repeat_tolbutamide_t8_c3","tolbutamide",3,1000,"mg/kg",8,"repeat",29,"day",-0.062,0.957935218,0.621457858,0.906919831,-0.092,0.938221197,0.432305727,0.836874252,NA,NA,NA,NA
"1618","tg_rliver_repeat_triamterene_t5_c1","triamterene",1,15,"mg/kg",5,"repeat",4,"day",0.277,1.21167266,0.313265197,0.988747182,-0.163,0.893165852,0.260737775,0.988747182,NA,NA,NA,NA
"1619","tg_rliver_repeat_triamterene_t5_c2","triamterene",2,50,"mg/kg",5,"repeat",4,"day",-0.007,0.995159722,0.961619731,0.999929817,-0.045,0.969289817,0.820648488,0.999929817,NA,NA,NA,NA
"1620","tg_rliver_repeat_triamterene_t5_c3","triamterene",3,150,"mg/kg",5,"repeat",4,"day",0.227,1.170398641,0.273011591,0.991117088,0.005,1.003471749,0.983337663,0.99842166,NA,NA,NA,NA
"1621","tg_rliver_repeat_triamterene_t6_c1","triamterene",1,15,"mg/kg",6,"repeat",8,"day",0.105,1.07549439,0.625248714,0.960815822,0.11,1.079228237,0.473850801,0.939803873,NA,NA,NA,NA
"1622","tg_rliver_repeat_triamterene_t6_c2","triamterene",2,50,"mg/kg",6,"repeat",8,"day",0.198,1.147107024,0.401431209,0.995577666,-0.217,0.860352631,0.377374371,0.995577666,NA,NA,NA,NA
"1623","tg_rliver_repeat_triamterene_t6_c3","triamterene",3,150,"mg/kg",6,"repeat",8,"day",0.139,1.101141598,0.567691228,0.860553695,0.011,1.00765376,0.960840927,0.989049617,NA,NA,NA,NA
"1624","tg_rliver_repeat_triamterene_t7_c1","triamterene",1,15,"mg/kg",7,"repeat",15,"day",0.109,1.078480432,0.33322623,0.707441435,0.044,1.030968319,0.57930738,0.839430534,NA,NA,NA,NA
"1625","tg_rliver_repeat_triamterene_t7_c2","triamterene",2,50,"mg/kg",7,"repeat",15,"day",0.195,1.144724161,0.078204119,0.698971386,-0.069,0.953298545,0.646327093,0.914458706,NA,NA,NA,NA
"1626","tg_rliver_repeat_triamterene_t7_c3","triamterene",3,150,"mg/kg",7,"repeat",15,"day",0.08,1.057018041,0.481404398,0.894168632,-0.363,0.777546036,0.003773431,0.760686022,NA,NA,NA,NA
"1627","tg_rliver_repeat_triamterene_t8_c1","triamterene",1,15,"mg/kg",8,"repeat",29,"day",-0.283,0.821880187,0.063463939,0.999413873,-0.164,0.892546971,0.145240595,0.999413873,NA,NA,NA,NA
"1628","tg_rliver_repeat_triamterene_t8_c2","triamterene",2,50,"mg/kg",8,"repeat",29,"day",-0.182,0.881480158,0.079047273,0.99949629,-0.365,0.776468875,0.002187693,0.99949629,NA,NA,NA,NA
"1629","tg_rliver_repeat_triamterene_t8_c3","triamterene",3,150,"mg/kg",8,"repeat",29,"day",-0.115,0.923382311,0.280007569,0.808534447,-0.2,0.870550563,0.436771872,0.868550995,NA,NA,NA,NA
"1630","tg_rliver_repeat_triazolam_t5_c1","triazolam",1,100,"mg/kg",5,"repeat",4,"day",0.129,1.093535457,0.428450183,0.864689274,0.048,1.033830736,0.777834312,0.96289475,NA,NA,NA,NA
"1631","tg_rliver_repeat_triazolam_t5_c2","triazolam",2,300,"mg/kg",5,"repeat",4,"day",-0.023,0.984184022,0.864878771,0.996603067,-0.043,0.97063447,0.786400233,0.99101934,NA,NA,NA,NA
"1632","tg_rliver_repeat_triazolam_t5_c3","triazolam",3,1000,"mg/kg",5,"repeat",4,"day",0.056,1.039579435,0.759102278,0.933205621,-0.272,0.828170661,0.047985373,0.35049345,NA,NA,NA,NA
"1633","tg_rliver_repeat_triazolam_t6_c1","triazolam",1,100,"mg/kg",6,"repeat",8,"day",0.036,1.025267238,0.760530111,0.968360582,-0.18,0.882702996,0.198269173,0.800804843,NA,NA,NA,NA
"1634","tg_rliver_repeat_triazolam_t6_c2","triazolam",2,300,"mg/kg",6,"repeat",8,"day",-0.134,0.911301281,0.36566415,0.891308273,-0.349,0.785128119,0.070996374,0.821910512,NA,NA,NA,NA
"1635","tg_rliver_repeat_triazolam_t6_c3","triazolam",3,1000,"mg/kg",6,"repeat",8,"day",-0.096,0.935623498,0.333178047,0.838871934,-0.099,0.933679945,0.45324584,0.877202961,NA,NA,NA,NA
"1636","tg_rliver_repeat_triazolam_t7_c1","triazolam",1,100,"mg/kg",7,"repeat",15,"day",0.061,1.043188594,0.556771669,0.797152901,-0.242,0.845572287,0.059041177,0.404436943,NA,NA,NA,NA
"1637","tg_rliver_repeat_triazolam_t7_c2","triazolam",2,300,"mg/kg",7,"repeat",15,"day",0.237,1.178539408,0.592220658,0.892579109,0.124,1.089752112,0.298407927,0.768031765,NA,NA,NA,NA
"1638","tg_rliver_repeat_triazolam_t7_c3","triazolam",3,1000,"mg/kg",7,"repeat",15,"day",0.139,1.101141598,0.140666357,0.711999654,-0.099,0.933679945,0.361531753,0.83207052,NA,NA,NA,NA
"1639","tg_rliver_repeat_triazolam_t8_c1","triazolam",1,100,"mg/kg",8,"repeat",29,"day",-0.163,0.893165852,0.165328074,0.999921779,-0.241,0.846158597,0.083478359,0.999921779,NA,NA,NA,NA
"1640","tg_rliver_repeat_triazolam_t8_c2","triazolam",2,300,"mg/kg",8,"repeat",29,"day",-0.096,0.935623498,0.35016638,0.868753912,-0.245,0.843815796,0.090905761,0.72599973,NA,NA,NA,NA
"1641","tg_rliver_repeat_triazolam_t8_c3","triazolam",3,1000,"mg/kg",8,"repeat",29,"day",-0.095,0.936272247,0.460786469,0.928557809,-0.281,0.823020345,0.118991735,0.801364605,NA,NA,NA,NA
"1642","tg_rliver_repeat_trimethadione_t5_c1","trimethadione",1,50,"mg/kg",5,"repeat",4,"day",-0.032,0.978063473,0.764982168,0.999875194,0.023,1.016070143,0.880076006,0.999875194,NA,NA,NA,NA
"1643","tg_rliver_repeat_trimethadione_t5_c2","trimethadione",2,150,"mg/kg",5,"repeat",4,"day",-0.141,0.906890329,0.404609019,0.999057961,-0.152,0.90000193,0.26473292,0.999057961,NA,NA,NA,NA
"1644","tg_rliver_repeat_trimethadione_t5_c3","trimethadione",3,500,"mg/kg",5,"repeat",4,"day",-0.029,0.980099415,0.779483393,0.985315511,-0.394,0.76101669,0.01358162,0.422478873,"yes","no","no","no"
"1645","tg_rliver_repeat_trimethadione_t6_c1","trimethadione",1,50,"mg/kg",6,"repeat",8,"day",-0.417,0.748980467,0.113879561,0.780107947,0.109,1.078480432,0.551221836,0.92026685,NA,NA,NA,NA
"1646","tg_rliver_repeat_trimethadione_t6_c2","trimethadione",2,150,"mg/kg",6,"repeat",8,"day",-0.557,0.679714121,0.066242336,0.877312576,0.1,1.071773463,0.568125037,0.979111632,NA,NA,NA,NA
"1647","tg_rliver_repeat_trimethadione_t6_c3","trimethadione",3,500,"mg/kg",6,"repeat",8,"day",-0.561,0.677832163,0.049886021,0.323759582,-0.018,0.987600861,0.905943985,0.974507417,NA,NA,NA,NA
"1648","tg_rliver_repeat_trimethadione_t7_c1","trimethadione",1,50,"mg/kg",7,"repeat",15,"day",0.048,1.033830736,0.814668298,0.999438434,-0.238,0.847919965,0.096220417,0.928804413,NA,NA,NA,NA
"1649","tg_rliver_repeat_trimethadione_t7_c2","trimethadione",2,150,"mg/kg",7,"repeat",15,"day",-0.188,0.877821798,0.391727959,0.952523381,-0.076,0.948684315,0.5333399,0.965344985,NA,NA,NA,NA
"1650","tg_rliver_repeat_trimethadione_t7_c3","trimethadione",3,500,"mg/kg",7,"repeat",15,"day",-0.145,0.904379378,0.417532241,0.72651027,-0.242,0.845572287,0.179033659,0.489427634,NA,NA,NA,NA
"1651","tg_rliver_repeat_trimethadione_t8_c1","trimethadione",1,50,"mg/kg",8,"repeat",29,"day",0.216,1.161508732,0.208081496,0.999731036,0.029,1.020304659,0.806462961,0.999731036,NA,NA,NA,NA
"1652","tg_rliver_repeat_trimethadione_t8_c2","trimethadione",2,150,"mg/kg",8,"repeat",29,"day",-0.236,0.849096246,0.048994182,0.922376419,-0.121,0.919550046,0.289897981,0.94556709,NA,NA,NA,NA
"1653","tg_rliver_repeat_trimethadione_t8_c3","trimethadione",3,500,"mg/kg",8,"repeat",29,"day",0.027,1.018891197,0.78169154,0.912541046,0.167,1.122721422,0.157861297,0.43186341,"no","yes","no","no"
"1654","tg_rliver_repeat_valproicacid_t5_c1","valproic acid",1,45,"mg/kg",5,"repeat",4,"day",0.015,1.010451446,0.927702158,0.998102359,0.185,1.136816973,0.452914113,0.995453381,NA,NA,NA,NA
"1655","tg_rliver_repeat_valproicacid_t5_c2","valproic acid",2,150,"mg/kg",5,"repeat",4,"day",0.033,1.02313747,0.830355538,0.999465123,0.416,1.33422317,0.145082279,0.999465123,NA,NA,NA,NA
"1656","tg_rliver_repeat_valproicacid_t5_c3","valproic acid",3,450,"mg/kg",5,"repeat",4,"day",0.015,1.010451446,0.926420119,0.979957439,-0.105,0.929804943,0.741943992,0.923909437,NA,NA,NA,NA
"1657","tg_rliver_repeat_valproicacid_t6_c1","valproic acid",1,45,"mg/kg",6,"repeat",8,"day",-0.014,0.990342872,0.942111046,0.999375738,0.103,1.074004472,0.579979104,0.999375738,NA,NA,NA,NA
"1658","tg_rliver_repeat_valproicacid_t6_c2","valproic acid",2,150,"mg/kg",6,"repeat",8,"day",0.209,1.155886707,0.198245271,0.999595088,0.135,1.098092814,0.547853234,0.999595088,NA,NA,NA,NA
"1659","tg_rliver_repeat_valproicacid_t6_c3","valproic acid",3,450,"mg/kg",6,"repeat",8,"day",0.205,1.152686347,0.231386979,0.764503886,0.162,1.118837101,0.12821267,0.720272635,"no","yes","no","no"
"1660","tg_rliver_repeat_valproicacid_t7_c1","valproic acid",1,45,"mg/kg",7,"repeat",15,"day",0.101,1.072516617,0.237287908,0.663529944,-0.06,0.959264119,0.787022831,0.937951279,NA,NA,NA,NA
"1661","tg_rliver_repeat_valproicacid_t7_c2","valproic acid",2,150,"mg/kg",7,"repeat",15,"day",-0.137,0.909408252,0.229875878,0.883212475,-0.127,0.915733686,0.340352631,0.896152751,NA,NA,NA,NA
"1662","tg_rliver_repeat_valproicacid_t7_c3","valproic acid",3,450,"mg/kg",7,"repeat",15,"day",0.023,1.016070143,0.821625581,0.941525779,-0.068,0.953959551,0.568544489,0.836604163,NA,NA,NA,NA
"1663","tg_rliver_repeat_valproicacid_t8_c1","valproic acid",1,45,"mg/kg",8,"repeat",29,"day",0.1,1.071773463,0.238040787,0.941494147,-0.059,0.959929261,0.824981829,0.986128232,NA,NA,NA,NA
"1664","tg_rliver_repeat_valproicacid_t8_c2","valproic acid",2,150,"mg/kg",8,"repeat",29,"day",0.265,1.20163605,0.024690023,0.998623565,0.236,1.17772279,0.315961296,0.998623565,NA,NA,NA,NA
"1665","tg_rliver_repeat_valproicacid_t8_c3","valproic acid",3,450,"mg/kg",8,"repeat",29,"day",0.073,1.051901779,0.655027533,0.880042354,-0.457,0.728499557,0.117268955,0.535245672,NA,NA,NA,NA
"1666","tg_rliver_repeat_vitamina_t5_c1","vitamin a",1,10,"mg/kg",5,"repeat",4,"day",-0.218,0.859756486,0.012009932,0.602663745,-0.24,0.846745312,0.105700763,0.750168506,NA,NA,NA,NA
"1667","tg_rliver_repeat_vitamina_t5_c2","vitamin a",2,30,"mg/kg",5,"repeat",4,"day",-0.077,0.948026965,0.32284796,0.998935377,-0.183,0.880869374,0.208198827,0.998935377,NA,NA,NA,NA
"1668","tg_rliver_repeat_vitamina_t5_c3","vitamin a",3,100,"mg/kg",5,"repeat",4,"day",-0.427,0.743806881,0.000138376,0.039297112,-0.619,0.651122095,0.001076657,0.07799642,NA,NA,NA,NA
"1669","tg_rliver_repeat_vitamina_t6_c1","vitamin a",1,10,"mg/kg",6,"repeat",8,"day",0.039,1.027401439,0.639475175,0.998894054,0.157,1.114966219,0.369234462,0.998894054,NA,NA,NA,NA
"1670","tg_rliver_repeat_vitamina_t6_c2","vitamin a",2,30,"mg/kg",6,"repeat",8,"day",-0.113,0.924663278,0.281781256,0.9998803,-0.092,0.938221197,0.537543515,0.9998803,NA,NA,NA,NA
"1671","tg_rliver_repeat_vitamina_t6_c3","vitamin a",3,100,"mg/kg",6,"repeat",8,"day",-0.22,0.858565436,0.05511296,0.367204091,-0.29,0.817902059,0.075041191,0.410905296,NA,NA,NA,NA
"1672","tg_rliver_repeat_vitamina_t7_c1","vitamin a",1,10,"mg/kg",7,"repeat",15,"day",0.204,1.151887642,0.283397827,0.966282449,0.107,1.076986376,0.591254838,0.984909844,NA,NA,NA,NA
"1673","tg_rliver_repeat_vitamina_t7_c2","vitamin a",2,30,"mg/kg",7,"repeat",15,"day",-0.138,0.908778116,0.464791455,0.82029413,0.622,1.53900722,0.036845856,0.523010538,NA,NA,NA,NA
"1674","tg_rliver_repeat_vitamina_t7_c3","vitamin a",3,100,"mg/kg",7,"repeat",15,"day",-0.065,0.955945318,0.710870083,0.886560228,-0.512,0.701249625,0.012430581,0.124230958,NA,NA,NA,NA
"1675","tg_rliver_repeat_vitamina_t8_c1","vitamin a",1,10,"mg/kg",8,"repeat",29,"day",-0.19,0.876605721,0.139216193,0.794806724,-0.369,0.774319028,0.009024579,0.794806724,NA,NA,NA,NA
"1676","tg_rliver_repeat_vitamina_t8_c2","vitamin a",2,30,"mg/kg",8,"repeat",29,"day",-0.102,0.931740429,0.251241458,0.838687191,-0.235,0.849684999,0.008011209,0.396713396,NA,NA,NA,NA
"1677","tg_rliver_repeat_vitamina_t8_c3","vitamin a",3,100,"mg/kg",8,"repeat",29,"day",0,1,0.998076879,0.999617886,-0.412,0.751580739,0.010006695,0.243339084,NA,NA,NA,NA
"1678","tg_rliver_repeat_wy14643_t5_c1","wy-14643",1,10,"mg/kg",5,"repeat",4,"day",-0.414,0.750539549,0.141196349,0.271744464,0.287,1.22010051,0.522000846,0.649367002,NA,NA,NA,NA
"1679","tg_rliver_repeat_wy14643_t5_c2","wy-14643",2,30,"mg/kg",5,"repeat",4,"day",-0.543,0.686342216,0.07489127,0.185535855,-0.485,0.71449707,0.124206398,0.255656175,NA,NA,NA,NA
"1680","tg_rliver_repeat_wy14643_t5_c3","wy-14643",3,100,"mg/kg",5,"repeat",4,"day",-0.279,0.824162085,0.301286624,0.56139714,-0.447,0.733566672,0.177199133,0.414195525,NA,NA,NA,NA
"1681","tg_rliver_repeat_wy14643_t6_c1","wy-14643",1,10,"mg/kg",6,"repeat",8,"day",-0.16,0.895025071,0.204714721,0.522126167,0.215,1.160703914,0.144496046,0.435802577,NA,NA,NA,NA
"1682","tg_rliver_repeat_wy14643_t6_c2","wy-14643",2,30,"mg/kg",6,"repeat",8,"day",-0.077,0.948026965,0.538059146,0.760193602,0.138,1.100378609,0.335145352,0.592161788,NA,NA,NA,NA
"1683","tg_rliver_repeat_wy14643_t6_c3","wy-14643",3,100,"mg/kg",6,"repeat",8,"day",-0.177,0.884540435,0.118574844,0.278113849,0.121,1.087488391,0.512942256,0.700828084,NA,NA,NA,NA
"1684","tg_rliver_repeat_wy14643_t7_c1","wy-14643",1,10,"mg/kg",7,"repeat",15,"day",-0.127,0.915733686,0.27774719,0.496789248,-0.325,0.798298386,0.047046253,0.176126406,NA,NA,NA,NA
"1685","tg_rliver_repeat_wy14643_t7_c2","wy-14643",2,30,"mg/kg",7,"repeat",15,"day",-0.412,0.751580739,0.002493501,0.017494683,-0.445,0.734584317,0.007439638,0.038015654,NA,NA,NA,NA
"1686","tg_rliver_repeat_wy14643_t7_c3","wy-14643",3,100,"mg/kg",7,"repeat",15,"day",-0.312,0.805524291,0.009024095,0.03624726,-0.587,0.665725807,0.004570717,0.021721818,NA,NA,NA,NA
"1687","tg_rliver_repeat_wy14643_t8_c1","wy-14643",1,10,"mg/kg",8,"repeat",29,"day",-0.244,0.844400887,0.116315235,0.322021953,-0.004,0.997231251,0.987947753,0.995002957,NA,NA,NA,NA
"1688","tg_rliver_repeat_wy14643_t8_c2","wy-14643",2,30,"mg/kg",8,"repeat",29,"day",-0.22,0.858565436,0.075460567,0.207022553,-0.302,0.811127156,0.180888081,0.368116624,NA,NA,NA,NA
"1689","tg_rliver_repeat_wy14643_t8_c3","wy-14643",3,100,"mg/kg",8,"repeat",29,"day",-0.091,0.938871747,0.466702845,0.658496535,-0.525,0.69495911,0.028797177,0.09801169,NA,NA,NA,NA
"1690","tg_rliver_single_24dinitrophenol_t1_c1","2 4-dinitrophenol",1,6,"mg/kg",1,"single",0.125,"day",0.004,1.002776436,0.989918103,0.99951998,0.179,1.132098902,0.429260482,0.99951998,NA,NA,NA,NA
"1691","tg_rliver_single_24dinitrophenol_t1_c2","2 4-dinitrophenol",2,20,"mg/kg",1,"single",0.125,"day",0.022,1.015366101,0.908057373,0.983595591,0.272,1.207480591,0.297505321,0.835305187,NA,NA,NA,NA
"1692","tg_rliver_single_24dinitrophenol_t1_c3","2 4-dinitrophenol",3,60,"mg/kg",1,"single",0.125,"day",0.183,1.135242102,0.271599313,0.783195087,0.065,1.04608494,0.809609067,0.96827809,NA,NA,NA,NA
"1693","tg_rliver_single_24dinitrophenol_t2_c1","2 4-dinitrophenol",1,6,"mg/kg",2,"single",0.25,"day",-0.169,0.889458994,0.085542596,0.746466787,0.16,1.117287138,0.390575449,0.889746023,NA,NA,NA,NA
"1694","tg_rliver_single_24dinitrophenol_t2_c2","2 4-dinitrophenol",2,20,"mg/kg",2,"single",0.25,"day",-0.084,0.943438251,0.458435379,0.862269519,0.013,1.009051634,0.938459368,0.989226979,NA,NA,NA,NA
"1695","tg_rliver_single_24dinitrophenol_t2_c3","2 4-dinitrophenol",3,60,"mg/kg",2,"single",0.25,"day",0.112,1.080725402,0.334939991,0.687191369,0.198,1.147107024,0.268291867,0.631803088,NA,NA,NA,NA
"1696","tg_rliver_single_24dinitrophenol_t3_c1","2 4-dinitrophenol",1,6,"mg/kg",3,"single",0.375,"day",-0.187,0.878430468,0.119233183,0.693271845,0.066,1.046810282,0.53522704,0.908554234,NA,NA,NA,NA
"1697","tg_rliver_single_24dinitrophenol_t3_c2","2 4-dinitrophenol",2,20,"mg/kg",3,"single",0.375,"day",-0.265,0.832198735,0.025243124,0.351839297,-0.141,0.906890329,0.3195765,0.771796554,NA,NA,NA,NA
"1698","tg_rliver_single_24dinitrophenol_t3_c3","2 4-dinitrophenol",3,60,"mg/kg",3,"single",0.375,"day",-0.202,0.86934456,0.077565699,0.259371358,-0.322,0.799960128,0.01928876,0.131814407,NA,NA,NA,NA
"1699","tg_rliver_single_24dinitrophenol_t4_c1","2 4-dinitrophenol",1,6,"mg/kg",4,"single",1,"day",-0.137,0.909408252,0.36974703,0.730373564,-0.147,0.90312651,0.120242549,0.548425466,NA,NA,NA,NA
"1700","tg_rliver_single_24dinitrophenol_t4_c2","2 4-dinitrophenol",2,20,"mg/kg",4,"single",1,"day",-0.113,0.924663278,0.16601511,0.574428966,-0.185,0.879649076,0.135120447,0.541336487,NA,NA,NA,NA
"1701","tg_rliver_single_24dinitrophenol_t4_c3","2 4-dinitrophenol",3,60,"mg/kg",4,"single",1,"day",0.29,1.222640278,0.403791742,0.796087241,-0.203,0.868742185,0.13513808,0.633573487,NA,NA,NA,NA
"1702","tg_rliver_single_2nitrofluorene_t4_c1","2-nitrofluorene",1,100,"mg/kg",4,"single",1,"day",0.068,1.048262476,0.578509357,0.681687052,-0.428,0.743291492,0.010231026,0.035604175,NA,NA,NA,NA
"1703","tg_rliver_single_2nitrofluorene_t4_c2","2-nitrofluorene",2,300,"mg/kg",4,"single",1,"day",0.028,1.019597683,0.802955945,0.864502251,-0.792,0.577542892,5.50063e-05,0.000896441,NA,NA,NA,NA
"1704","tg_rliver_single_2nitrofluorene_t4_c3","2-nitrofluorene",3,1000,"mg/kg",4,"single",1,"day",-0.187,0.878430468,0.090673997,0.167766966,-0.753,0.593368399,0.000261004,0.001904097,NA,NA,NA,NA
"1705","tg_rliver_single_3methylcholanthrene_t1_c1","3-methylcholanthrene",1,10,"mg/kg",1,"single",0.125,"day",-0.109,0.927230546,0.257251582,0.631960524,0.142,1.10343374,0.506664345,0.81393686,"yes","no","no","no"
"1706","tg_rliver_single_3methylcholanthrene_t1_c2","3-methylcholanthrene",2,30,"mg/kg",1,"single",0.125,"day",0.021,1.014662547,0.872736004,0.956332586,0.022,1.015366101,0.806090179,0.930345445,"yes","no","no","no"
"1707","tg_rliver_single_3methylcholanthrene_t1_c3","3-methylcholanthrene",3,100,"mg/kg",1,"single",0.125,"day",-0.08,0.946057647,0.375929288,0.647890995,-0.179,0.883315051,0.150412581,0.422936326,"yes","yes","no","no"
"1708","tg_rliver_single_3methylcholanthrene_t2_c1","3-methylcholanthrene",1,10,"mg/kg",2,"single",0.25,"day",-0.058,0.960594864,0.472389675,0.80651195,0.009,1.006257823,0.969198322,0.99228096,NA,NA,NA,NA
"1709","tg_rliver_single_3methylcholanthrene_t2_c2","3-methylcholanthrene",2,30,"mg/kg",2,"single",0.25,"day",-0.041,0.971980988,0.736893,0.894984447,-0.171,0.888226796,0.355925313,0.661065702,"yes","no","no","no"
"1710","tg_rliver_single_3methylcholanthrene_t2_c3","3-methylcholanthrene",3,100,"mg/kg",2,"single",0.25,"day",0.089,1.063632673,0.525669992,0.791888606,0.059,1.041743429,0.759806612,0.911584754,"yes","no","no","no"
"1711","tg_rliver_single_3methylcholanthrene_t3_c1","3-methylcholanthrene",1,10,"mg/kg",3,"single",0.375,"day",0.153,1.111879158,0.166657165,0.477229949,0.138,1.100378609,0.1156583,0.404310776,NA,NA,NA,NA
"1712","tg_rliver_single_3methylcholanthrene_t3_c2","3-methylcholanthrene",2,30,"mg/kg",3,"single",0.375,"day",0.074,1.052631155,0.45275697,0.750322981,0.295,1.226884977,0.005185541,0.097774472,NA,NA,NA,NA
"1713","tg_rliver_single_3methylcholanthrene_t3_c3","3-methylcholanthrene",3,100,"mg/kg",3,"single",0.375,"day",0.013,1.009051634,0.891743318,0.957431915,0.279,1.21335356,0.011585861,0.117361912,NA,NA,NA,NA
"1714","tg_rliver_single_3methylcholanthrene_t4_c1","3-methylcholanthrene",1,10,"mg/kg",4,"single",1,"day",-0.106,0.929160674,0.236807417,0.844839307,0.004,1.002776436,0.966060113,0.995274057,NA,NA,NA,NA
"1715","tg_rliver_single_3methylcholanthrene_t4_c2","3-methylcholanthrene",2,30,"mg/kg",4,"single",1,"day",-0.06,0.959264119,0.476471198,0.86185694,0.205,1.152686347,0.101790042,0.600738011,NA,NA,NA,NA
"1716","tg_rliver_single_3methylcholanthrene_t4_c3","3-methylcholanthrene",3,100,"mg/kg",4,"single",1,"day",-0.08,0.946057647,0.329408678,0.708439655,0.443,1.359428242,0.007763161,0.161012578,"yes","no","no","no"
"1717","tg_rliver_single_acarbose_t1_c1","acarbose",1,100,"mg/kg",1,"single",0.125,"day",-0.019,0.986916546,0.902663175,0.996510582,-0.089,0.940174203,0.663157021,0.982874175,"no","yes","no","no"
"1718","tg_rliver_single_acarbose_t1_c2","acarbose",2,300,"mg/kg",1,"single",0.125,"day",0.338,1.264003098,0.045890237,0.999927139,0.21,1.156688184,0.20347366,0.999927139,NA,NA,NA,NA
